;apt;cluster;rwy;trajectory;Lat;Lon
450;JAI;2;27;18;27.02630691582441;75.84466041119201
451;JAI;2;27;18;27.03965798169681;75.84504733094322
452;JAI;2;27;18;27.05249213146151;75.84542298934291
453;JAI;2;27;18;27.06490734708633;75.84577098062219
454;JAI;2;27;18;27.0776803470973;75.84614300733783
455;JAI;2;27;18;27.0908652659072;75.84654961238957
456;JAI;2;27;19;26.826225;75.83337222
457;JAI;2;27;19;26.82373394888889;75.80685863888888
458;JAI;2;27;19;26.82348796869074;75.80179652058477
459;JAI;2;27;19;26.82322997364379;75.79029275663585
460;JAI;2;27;19;26.82629174565198;75.78195461571771
461;JAI;2;27;19;26.83115769289937;75.77279399600157
462;JAI;2;27;19;26.84157598965655;75.77053262637189
463;JAI;2;27;19;26.85131525966623;75.77259562690617
464;JAI;2;27;19;26.86546537250204;75.77825129477733
465;JAI;2;27;19;26.88362834570237;75.7894542037563
466;JAI;2;27;19;26.9026549762658;75.80205475169987
467;JAI;2;27;19;26.9208787996054;75.81493918848166
468;JAI;2;27;19;26.93901759471028;75.82762729298787
469;JAI;2;27;19;26.95612518655166;75.83845898561938
470;JAI;2;27;19;26.97127355047838;75.84257533876196
471;JAI;2;27;19;26.98520319947351;75.84308589963608
472;JAI;2;27;19;26.99897633557255;75.84393248186798
473;JAI;2;27;19;27.01279738102021;75.84482241519008
474;JAI;2;27;19;27.02639917956357;75.84512293031072
475;JAI;2;27;19;27.03972246187088;75.84542663478457
476;JAI;2;27;19;27.05253452209776;75.84573578343166
477;JAI;2;27;19;27.06493596531921;75.8460683415752
478;JAI;2;27;19;27.07769792067401;75.84645402505235
479;JAI;2;27;19;27.09087020586519;75.84684900317022
480;JAI;2;27;20;26.826225;75.83337222
481;JAI;2;27;20;26.82373394888889;75.80685863888888
482;JAI;2;27;20;26.82380571386745;75.8018635345106
483;JAI;2;27;20;26.82560908323675;75.79212469393379
484;JAI;2;27;20;26.82890040066017;75.78506401504374
485;JAI;2;27;20;26.83586945225834;75.77965941557967
486;JAI;2;27;20;26.84815554458543;75.78123904141108
487;JAI;2;27;20;26.86046668218193;75.7888083127927
488;JAI;2;27;20;26.87625275280092;75.79888310717023
489;JAI;2;27;20;26.89789945054031;75.81825934744408
490;JAI;2;27;20;26.91697283972822;75.83400752257768
491;JAI;2;27;20;26.93081483001587;75.84034632149843
492;JAI;2;27;20;26.94411340540713;75.84234298427444
493;JAI;2;27;20;26.95783662564668;75.84389639015791
494;JAI;2;27;20;26.97187986202039;75.84464011385722
495;JAI;2;27;20;26.98578931434098;75.84523316931806
496;JAI;2;27;20;26.9993147957886;75.84528750778023
497;JAI;2;27;20;27.01300428459068;75.84573968681491
498;JAI;2;27;20;27.0265789397559;75.84602407009213
499;JAI;2;27;20;27.03986877904303;75.84628734377372
500;JAI;2;27;20;27.05265079768409;75.84659376338394
501;JAI;2;27;20;27.06500552243092;75.84679108253239
502;JAI;2;27;20;27.07773612904028;75.84713023792247
503;JAI;2;27;20;27.09088036525024;75.8474647222174
504;JAI;3;27;21;26.826225;75.83337222
505;JAI;3;27;21;26.82373394888889;75.80685863888888
506;JAI;3;27;21;26.82242812316298;75.8005360883005
507;JAI;3;27;21;26.81989856831817;75.77956113381245
508;JAI;3;27;21;26.81826143876899;75.75660907314291
509;JAI;3;27;21;26.81759114154672;75.73480503554629
510;JAI;3;27;21;26.81940765270332;75.71428243111303
511;JAI;3;27;21;26.83653238868905;75.70272929621008
512;JAI;3;27;21;26.8551870315643;75.71204329764005
513;JAI;3;27;21;26.87457279201102;75.72017829088988
514;JAI;3;27;21;26.89254684432866;75.73441440481994
515;JAI;3;27;21;26.91370644967909;75.74383800228212
516;JAI;3;27;21;26.93540310841532;75.75481867228714
517;JAI;3;27;21;26.95939138607606;75.76529210682958
518;JAI;3;27;21;26.98946199389683;75.77017711379163
519;JAI;3;27;21;27.00050436108183;75.78849882448269
520;JAI;3;27;21;27.00732827586074;75.80825230797397
521;JAI;3;27;21;27.01489246423412;75.83019436541683
522;JAI;3;27;21;27.03904898221433;75.84459475429567
523;JAI;3;27;21;27.02757572150234;75.87395014027841
524;JAI;3;27;21;27.0205427148383;75.8999961135934
525;JAI;3;27;21;27.02272498381492;75.92305932436611
526;JAI;3;27;21;27.02729267053265;75.9459046784687
527;JAI;3;27;21;27.03928862993626;75.96891072740146
528;JAI;3;27;22;26.826225;75.83337222
529;JAI;3;27;22;26.82373394888889;75.80685863888888
530;JAI;3;27;22;26.82278184367493;75.80056962211243
531;JAI;3;27;22;26.82088177574239;75.78096515280696
532;JAI;3;27;22;26.8197577631493;75.76062944211903
533;JAI;3;27;22;26.82042713203732;75.74575282492319
534;JAI;3;27;22;26.8233051242237;75.73637448446232
535;JAI;3;27;22;26.83605890810776;75.72718180093003
536;JAI;3;27;22;26.85118387993412;75.7294344290564
537;JAI;3;27;22;26.86743176099556;75.73913233916132
538;JAI;3;27;22;26.88490845933674;75.7489451832123
539;JAI;3;27;22;26.90430329651249;75.75738258479028
540;JAI;3;27;22;26.9252920867553;75.76628556442822
541;JAI;3;27;22;26.94481252609986;75.77875901301445
542;JAI;3;27;22;26.95255340828824;75.79910787644619
543;JAI;3;27;22;26.96060892276608;75.8158324883383
544;JAI;3;27;22;26.97149278503598;75.82961763804421
545;JAI;3;27;22;26.98095730577258;75.84694686634866
546;JAI;3;27;22;26.98559875779081;75.86644237814023
547;JAI;3;27;22;26.98543415076062;75.88781740271038
548;JAI;3;27;22;26.98450225879308;75.90907421775238
549;JAI;3;27;22;26.98521553174633;75.92963545090676
550;JAI;3;27;22;26.9849377605064;75.95005866174509
551;JAI;3;27;22;26.98471326702525;75.96997310430183
552;JAI;3;27;23;26.826225;75.83337222
553;JAI;3;27;23;26.82373394888889;75.80685863888888
554;JAI;3;27;23;26.82301271342762;75.80059150928777
555;JAI;3;27;23;26.8214145527159;75.78172595767093
556;JAI;3;27;23;26.82124945477784;75.76463736367947
557;JAI;3;27;23;26.8235489190129;75.75780387601151
558;JAI;3;27;23;26.82604561172358;75.75190840067793
559;JAI;3;27;23;26.83573592160162;75.74386216624598
560;JAI;3;27;23;26.84758056408619;75.74508852993375
561;JAI;3;27;23;26.86252188060806;75.75216436628318
562;JAI;3;27;23;26.87892835244476;75.76032135868682
563;JAI;3;27;23;26.89513485796024;75.77058907736163
564;JAI;3;27;23;26.91067893577082;75.7828583136335
565;JAI;3;27;23;26.92078409204105;75.80095475861921
566;JAI;3;27;23;26.9264347556819;75.81958095952297
567;JAI;3;27;23;26.93168233669013;75.83565103435936
568;JAI;3;27;23;26.93445572625678;75.851699349985
569;JAI;3;27;23;26.93693306182617;75.86867996621237
570;JAI;3;27;23;26.94130474443695;75.88454742732868
571;JAI;3;27;23;26.94307251661678;75.90175708002616
572;JAI;3;27;23;26.94615098638217;75.91873438534677
573;JAI;3;27;23;26.94696361147831;75.93634174636652
574;JAI;3;27;23;26.94788956526513;75.95369218577709
575;JAI;3;27;23;26.94787666441985;75.97069017430574
576;JAI;3;27;24;26.826225;75.83337222
577;JAI;3;27;24;26.82373394888889;75.80685863888888
578;JAI;3;27;24;26.82313064327588;75.80060268940659
579;JAI;3;27;24;26.82181800916518;75.7823020929851
580;JAI;3;27;24;26.82403486870179;75.77212129689129
581;JAI;3;27;24;26.8260253002805;75.76736346396653
582;JAI;3;27;24;26.82787923835083;75.7623019537957
583;JAI;3;27;24;26.83549406137004;75.75635283363184
584;JAI;3;27;24;26.84509382570742;75.75589181642863
585;JAI;3;27;24;26.85896023434637;75.76161784926396
586;JAI;3;27;24;26.87393907995167;75.76981263374206
587;JAI;3;27;24;26.88377248319947;75.7869557811374
588;JAI;3;27;24;26.88937867942687;75.80701489743743
589;JAI;3;27;24;26.89306812057039;75.8265567870513
590;JAI;3;27;24;26.89731666914923;75.84240514626815
591;JAI;3;27;24;26.89836576959468;75.85847729932235
592;JAI;3;27;24;26.89843241768278;75.87317665810028
593;JAI;3;27;24;26.90022780266099;75.88679996082105
594;JAI;3;27;24;26.9022273207834;75.90052021064261
595;JAI;3;27;24;26.90231727476419;75.91516815190367
596;JAI;3;27;24;26.90356522531335;75.92946116344821
597;JAI;3;27;24;26.90506681663468;75.9436870582638
598;JAI;3;27;24;26.90639476621273;75.95776181315239
599;JAI;3;27;24;26.90737627534049;75.97147856444221
600;JAI;3;27;25;26.826225;75.83337222
601;JAI;3;27;25;26.82373394888889;75.80685863888888
602;JAI;3;27;25;26.82324090428671;75.8006131424956
603;JAI;3;27;25;26.82292248203749;75.78387927889058
604;JAI;3;27;25;26.82577379877679;75.7767935060841
605;JAI;3;27;25;26.82736021755584;75.77251665231978
606;JAI;3;27;25;26.82904914355456;75.76893333212374
607;JAI;3;27;25;26.83532815350841;75.7649210050201
608;JAI;3;27;25;26.84302346687288;75.76488620032833
609;JAI;3;27;25;26.85580506098803;75.76999245343659
610;JAI;3;27;25;26.86678190076666;75.78342799677519
611;JAI;3;27;25;26.87124749300468;75.80499715088875
612;JAI;3;27;25;26.8706457335538;75.82825989888576
613;JAI;3;27;25;26.86923129784519;75.84857553583618
614;JAI;3;27;25;26.86915602573196;75.86447884206198
615;JAI;3;27;25;26.868404355569;75.87900483966757
616;JAI;3;27;25;26.86726445715286;75.89175917919911
617;JAI;3;27;25;26.86644390222772;75.90347779139994
618;JAI;3;27;25;26.866060581554;75.91530326016
619;JAI;3;27;25;26.86620643274643;75.92705092025061
620;JAI;3;27;25;26.86633616720588;75.93883866041485
621;JAI;3;27;25;26.86612253117182;75.95051473862478
622;JAI;3;27;25;26.86629640175456;75.96169448436494
623;JAI;3;27;25;26.86611952181444;75.9722816781476
624;JAI;3;27;26;26.826225;75.83337222
625;JAI;3;27;26;26.82373394888889;75.80685863888888
626;JAI;3;27;26;26.8234142247408;75.80062957381728
627;JAI;3;27;26;26.82457674186328;75.78624155989056
628;JAI;3;27;26;26.82703138421449;75.78017242414829
629;JAI;3;27;26;26.82850517429165;75.77693653497838
630;JAI;3;27;26;26.82995863812957;75.7740886238473
631;JAI;3;27;26;26.83520450198614;75.77130688345164
632;JAI;3;27;26;26.84136845767544;75.77207615592008
633;JAI;3;27;26;26.85205386916359;75.77994903684335
634;JAI;3;27;26;26.85650384124536;75.80298032431114
635;JAI;3;27;26;26.85640475604345;75.82637707226792
636;JAI;3;27;26;26.85541986976109;75.84552752462496
637;JAI;3;27;26;26.85480116118094;75.86190506208237
638;JAI;3;27;26;26.85170337219352;75.87815908932389
639;JAI;3;27;26;26.84936220173688;75.89205123930391
640;JAI;3;27;26;26.84755266457504;75.90351146568965
641;JAI;3;27;26;26.84736288077701;75.91289736814939
642;JAI;3;27;26;26.8478528336588;75.92274562417926
643;JAI;3;27;26;26.84857918468807;75.93285140823613
644;JAI;3;27;26;26.85036440340261;75.94286173202156
645;JAI;3;27;26;26.85257322062524;75.9528901926978
646;JAI;3;27;26;26.85477971787484;75.96282399006348
647;JAI;3;27;26;26.85686182340825;75.97246189069062
648;JAI;3;27;27;26.826225;75.83337222
649;JAI;3;27;27;26.82373394888889;75.80685863888888
650;JAI;3;27;27;26.82362653156544;75.80064970116892
651;JAI;3;27;27;26.82635501375538;75.78878092996894
652;JAI;3;27;27;26.82865216117186;75.78452717602049
653;JAI;3;27;27;26.82977372326701;75.78183352142545
654;JAI;3;27;27;26.83103094864079;75.78016680579093
655;JAI;3;27;27;26.83507278052346;75.77810952714022
656;JAI;3;27;27;26.8396223204216;75.7796620045858
657;JAI;3;27;27;26.84504215524785;75.79855984580591
658;JAI;3;27;27;26.83600154751423;75.84198258552959
659;JAI;3;27;27;26.83140397858508;75.86238893839979
660;JAI;3;27;27;26.83292466195547;75.87103930081058
661;JAI;3;27;27;26.83468716497234;75.88048493049365
662;JAI;3;27;27;26.83739854102893;75.88937191876215
663;JAI;3;27;27;26.83823419743657;75.8996753973974
664;JAI;3;27;27;26.83997856760404;75.90802718678192
665;JAI;3;27;27;26.84082951314292;75.916122644009
666;JAI;3;27;27;26.84272983351492;75.92483963559468
667;JAI;3;27;27;26.8446554898542;75.93414255389128
668;JAI;3;27;27;26.84680249955772;75.94375892749731
669;JAI;3;27;27;26.8495883491608;75.95341349792821
670;JAI;3;27;27;26.85158615661265;75.96313720050513
671;JAI;3;27;27;26.85356987365288;75.97252597256184
672;JAI;3;9;28;26.82302222;75.79928333
673;JAI;3;9;28;26.82551327111111;75.82579691111111
674;JAI;3;9;28;26.82535110003127;75.8319485788632
675;JAI;3;9;28;26.82617893236749;75.84787516978298
676;JAI;3;9;28;26.82725872894222;75.86461393567237
677;JAI;3;9;28;26.82861792024834;75.88184679548874
678;JAI;3;9;28;26.83135627740443;75.89811876733437
679;JAI;3;9;28;26.83554379779597;75.91320886515908
680;JAI;3;9;28;26.84443437055757;75.92689737937256
681;JAI;3;9;28;26.85788441960103;75.93555512422776
682;JAI;3;9;28;26.87434398946844;75.9364977724606
683;JAI;3;9;28;26.89046448804196;75.93339174795918
684;JAI;3;9;28;26.9059328081072;75.93197473031952
685;JAI;3;9;28;26.92411198010772;75.9302236354252
686;JAI;3;9;28;26.94166280907447;75.92981075811656
687;JAI;3;9;28;26.95955576187155;75.92818325970023
688;JAI;3;9;28;26.97717803701087;75.92658906522945
689;JAI;3;9;28;26.99440309203247;75.9249770667894
690;JAI;3;9;28;27.01172200469835;75.92339491790396
691;JAI;3;9;28;27.02901221810263;75.92175539758331
692;JAI;3;9;28;27.04621987801098;75.92015872891335
693;JAI;3;9;28;27.06332911693595;75.91857794698163
694;JAI;3;9;28;27.07957608757071;75.92232953691573
695;JAI;3;9;28;27.09659000709678;75.92061298644437
696;JAI;3;9;29;26.82302222;75.79928333
697;JAI;3;9;29;26.82551327111111;75.82579691111111
698;JAI;3;9;29;26.82572845654941;75.83179016613211
699;JAI;3;9;29;26.82696039204758;75.8472856271666
700;JAI;3;9;29;26.828493603193;75.86343880975734
701;JAI;3;9;29;26.83037794287604;75.87994676563463
702;JAI;3;9;29;26.83476743943794;75.89414613775101
703;JAI;3;9;29;26.84381659886543;75.90305708841053
704;JAI;3;9;29;26.85982049244091;75.90569614871954
705;JAI;3;9;29;26.87908003986055;75.90161107862251
706;JAI;3;9;29;26.89736154970571;75.89562149143761
707;JAI;3;9;29;26.91381785525147;75.88994408439126
708;JAI;3;9;29;26.92785888649765;75.88942350354718
709;JAI;3;9;29;26.94431209715114;75.8878731951149
710;JAI;3;9;29;26.95916196645513;75.88742627594806
711;JAI;3;9;29;26.97460402644168;75.88566072707235
712;JAI;3;9;29;26.98994155073839;75.8851643723548
713;JAI;3;9;29;27.00540781153986;75.88467101381131
714;JAI;3;9;29;27.02139079307774;75.88417323295175
715;JAI;3;9;29;27.03721791167635;75.8847506759189
716;JAI;3;9;29;27.05330315835422;75.88428925117717
717;JAI;3;9;29;27.06933428469491;75.88380974590515
718;JAI;3;9;29;27.08526057316201;75.88360398895422
719;JAI;3;9;29;27.10105468876642;75.88306660108687
720;JAI;3;9;30;26.82302222;75.79928333
721;JAI;3;9;30;26.82551327111111;75.82579691111111
722;JAI;3;9;30;26.82591241466259;75.8317129412646
723;JAI;3;9;30;26.82731221754073;75.84702020576736
724;JAI;3;9;30;26.82888286299336;75.86306838395991
725;JAI;3;9;30;26.83246576427524;75.87769286109608
726;JAI;3;9;30;26.84151109701513;75.88629249335418
727;JAI;3;9;30;26.85479708583781;75.88958263744792
728;JAI;3;9;30;26.87452948617024;75.88542796346182
729;JAI;3;9;30;26.89123594754676;75.88214381699856
730;JAI;3;9;30;26.90838481907813;75.87604555671584
731;JAI;3;9;30;26.92234803928466;75.87407414312233
732;JAI;3;9;30;26.93781961622903;75.87009303951842
733;JAI;3;9;30;26.95515568714134;75.8651391282953
734;JAI;3;9;30;26.96865338254403;75.86443724012061
735;JAI;3;9;30;26.98228062846888;75.86396862040769
736;JAI;3;9;30;26.99663630054704;75.86343618992662
737;JAI;3;9;30;27.01120176275565;75.86345
738;JAI;3;9;30;27.02649970101704;75.86344881849749
739;JAI;3;9;30;27.04194872583751;75.86341640847316
740;JAI;3;9;30;27.05744146004137;75.86333303978358
741;JAI;3;9;30;27.0728799090798;75.86328159640071
742;JAI;3;9;30;27.08816579914561;75.86381214211778
743;JAI;3;9;30;27.10334451222275;75.86381
744;JAI;3;9;31;26.82302222;75.79928333
745;JAI;3;9;31;26.82551327111111;75.82579691111111
746;JAI;3;9;31;26.82603179569526;75.83166282559276
747;JAI;3;9;31;26.82751320835203;75.84686857587297
748;JAI;3;9;31;26.83047672428798;75.86155164028251
749;JAI;3;9;31;26.83898686746186;75.87065301368654
750;JAI;3;9;31;26.85234032507024;75.87368080522148
751;JAI;3;9;31;26.86909360373134;75.87203899573356
752;JAI;3;9;31;26.88659805123991;75.86879814383391
753;JAI;3;9;31;26.90230459091686;75.86441777120501
754;JAI;3;9;31;26.91587735951098;75.86273975083752
755;JAI;3;9;31;26.92994743230309;75.85993588767406
756;JAI;3;9;31;26.94557050673323;75.85505113856111
757;JAI;3;9;31;26.9620822444037;75.85061729412645
758;JAI;3;9;31;26.97570248081123;75.84736371061798
759;JAI;3;9;31;26.98899078911892;75.8450074289793
760;JAI;3;9;31;27.00251696769444;75.84435015800159
761;JAI;3;9;31;27.01633625788454;75.8446443200786
762;JAI;3;9;31;27.03104394178542;75.84501499072398
763;JAI;3;9;31;27.04592171978135;75.84549963717951
764;JAI;3;9;31;27.06086975045748;75.84597230001407
765;JAI;3;9;31;27.07579379007798;75.84641106013525
766;JAI;3;9;31;27.09065197155535;75.84687509700655
767;JAI;3;9;31;27.10530366650346;75.84733420910575
768;JAI;3;9;32;26.82302222;75.79928333
769;JAI;3;9;32;26.82551327111111;75.82579691111111
770;JAI;3;9;32;26.8261161058755;75.8316274325221
771;JAI;3;9;32;26.82792334343278;75.84655916501693
772;JAI;3;9;32;26.8341233514487;75.85808145206192
773;JAI;3;9;32;26.8452573550735;75.8638837179545
774;JAI;3;9;32;26.86090692065255;75.86370417241875
775;JAI;3;9;32;26.87846555679162;75.86053842000753
776;JAI;3;9;32;26.89533239816328;75.85676269363212
777;JAI;3;9;32;26.90898934342561;75.85371237352197
778;JAI;3;9;32;26.92290510923992;75.85025935456972
779;JAI;3;9;32;26.93646617050184;75.84780813146632
780;JAI;3;9;32;26.95007110577433;75.84631697246905
781;JAI;3;9;32;26.96550086201111;75.84345001085701
782;JAI;3;9;32;26.97728691523691;75.84352607254196
783;JAI;3;9;32;26.98946989651732;75.84365359446329
784;JAI;3;9;32;27.00269553110424;75.84377062053508
785;JAI;3;9;32;27.01646198419191;75.84418383299376
786;JAI;3;9;32;27.03113378167817;75.8446505529236
787;JAI;3;9;32;27.04598938015717;75.84519451326129
788;JAI;3;9;32;27.06092279305463;75.84570369420356
789;JAI;3;9;32;27.07583743328437;75.84615837847237
790;JAI;3;9;32;27.09068987055333;75.84661691015037
791;JAI;3;9;32;27.10533443220882;75.84707548046283
792;JAI;3;9;33;26.82302222;75.79928333
793;JAI;3;9;33;26.82551327111111;75.82579691111111
794;JAI;3;9;33;26.82623184216617;75.83157884689813
795;JAI;3;9;33;26.82918810357153;75.84560501470018
796;JAI;3;9;33;26.83857377919377;75.85384635446162
797;JAI;3;9;33;26.85141336910731;75.85723800200601
798;JAI;3;9;33;26.87040453587003;75.85264327680203
799;JAI;3;9;33;26.88963408378676;75.84683322007429
800;JAI;3;9;33;26.90518380284554;75.8431879992089
801;JAI;3;9;33;26.91603598404718;75.8424274246649
802;JAI;3;9;33;26.92761176337723;75.84190093103518
803;JAI;3;9;33;26.93965219807908;75.8418807012567
804;JAI;3;9;33;26.95228539462375;75.84201977416058
805;JAI;3;9;33;26.96604488656292;75.84230943928213
806;JAI;3;9;33;26.97769192356152;75.84254510713093
807;JAI;3;9;33;26.98972368776303;75.84293644555379
808;JAI;3;9;33;27.00308170669688;75.8425172661953
809;JAI;3;9;33;27.01691391024317;75.84252860176755
810;JAI;3;9;33;27.03158650483959;75.84281406995271
811;JAI;3;9;33;27.04645551957263;75.84309239243859
812;JAI;3;9;33;27.06133323163398;75.84362524795118
813;JAI;3;9;33;27.07624983211309;75.84377070739036
814;JAI;3;9;33;27.09101722591804;75.84438680231155
815;JAI;3;9;33;27.10557603898447;75.84504365338651
816;JAI;3;9;34;26.82302222;75.79928333
817;JAI;3;9;34;26.82551327111111;75.82579691111111
818;JAI;3;9;34;26.82659903263893;75.83142470183151
819;JAI;3;9;34;26.83193996084497;75.84352898035289
820;JAI;3;9;34;26.84417896873565;75.84851236722761
821;JAI;3;9;34;26.85918095106483;75.84885252026204
822;JAI;3;9;34;26.87769407968416;75.84415389484928
823;JAI;3;9;34;26.89395377669127;75.84153240870211
824;JAI;3;9;34;26.90857870922827;75.83851000472715
825;JAI;3;9;34;26.91846627912401;75.83853539197551
826;JAI;3;9;34;26.93038701401731;75.83697243627275
827;JAI;3;9;34;26.94204354847645;75.83743172451575
828;JAI;3;9;34;26.95451653071837;75.83768988095161
829;JAI;3;9;34;26.96850223014909;75.83715750958567
830;JAI;3;9;34;26.98147212559964;75.83338912879479
831;JAI;3;9;34;26.99368639007595;75.8317388660847
832;JAI;3;9;34;27.00777264079019;75.82729257899247
833;JAI;3;9;34;27.02266505498776;75.82146437158843
834;JAI;3;9;34;27.03669433981999;75.82209400798341
835;JAI;3;9;34;27.05090722123697;75.82301682179465
836;JAI;3;9;34;27.06522988142851;75.8238927530791
837;JAI;3;9;34;27.07954792754805;75.82467567959854
838;JAI;3;9;34;27.09458674207795;75.82006947983271
839;JAI;3;9;34;27.10924756501485;75.81416742493691
840;JAI;1;9;35;26.82302222;75.79928333
841;JAI;1;9;35;26.82551327111111;75.82579691111111
842;JAI;1;9;35;26.8257579534487;75.83305281294173
843;JAI;1;9;35;26.82707284159218;75.8507621376713
844;JAI;1;9;35;26.82845755977525;75.86732076980691
845;JAI;1;9;35;26.82975025662644;75.88194001246438
846;JAI;1;9;35;26.83079375891307;75.89462232466589
847;JAI;1;9;35;26.83170053637133;75.90673610743629
848;JAI;1;9;35;26.83289011842643;75.9201805981546
849;JAI;1;9;35;26.83395194733552;75.93463469049702
850;JAI;1;9;35;26.83095759075325;75.95181495803925
851;JAI;1;9;35;26.83089399849282;75.9686879196113
852;JAI;1;9;35;26.83567505089157;75.98524932869942
853;JAI;1;9;35;26.83623794558985;76.00408036361823
854;JAI;1;9;35;26.83456598307407;76.02398706906804
855;JAI;1;9;35;26.83305468066491;76.04391265689216
856;JAI;1;9;35;26.83155579336958;76.06369723515448
857;JAI;1;9;35;26.83020947889445;76.08194578932003
858;JAI;1;9;35;26.83009500291713;76.09950330575478
859;JAI;1;9;35;26.82838232489571;76.1175456009668
860;JAI;1;9;35;26.82577882310375;76.13555090059599
861;JAI;1;9;35;26.81944484625122;76.15431879783506
862;JAI;1;9;35;26.81544333898085;76.1707143397398
863;JAI;1;9;35;26.80898126531338;76.1849685778783
864;JAI;1;9;36;26.82302222;75.79928333
865;JAI;1;9;36;26.82551327111111;75.82579691111111
866;JAI;1;9;36;26.82592904807946;75.83302819313822
867;JAI;1;9;36;26.82740293248735;75.85069436654747
868;JAI;1;9;36;26.82892708482948;75.86715560500014
869;JAI;1;9;36;26.83028919141008;75.881685561986
870;JAI;1;9;36;26.83212592390646;75.89390495586512
871;JAI;1;9;36;26.83495630235698;75.90495369937969
872;JAI;1;9;36;26.838585102953;75.91726893028817
873;JAI;1;9;36;26.84211309082433;75.93080741165004
874;JAI;1;9;36;26.84619374340641;75.94518314943059
875;JAI;1;9;36;26.85022755026943;75.96064726706625
876;JAI;1;9;36;26.85467815054536;75.97736812987196
877;JAI;1;9;36;26.85970518668414;75.99424226105181
878;JAI;1;9;36;26.86438364252795;76.01131771955829
879;JAI;1;9;36;26.86844979259678;76.02871061400187
880;JAI;1;9;36;26.87240779186293;76.04611629083176
881;JAI;1;9;36;26.87604216426948;76.06271396130118
882;JAI;1;9;36;26.87950795547269;76.07902563143634
883;JAI;1;9;36;26.88247620481812;76.09527422978807
884;JAI;1;9;36;26.88563124994521;76.11110631462098
885;JAI;1;9;36;26.8891475257467;76.12630915377053
886;JAI;1;9;36;26.89245508563023;76.14071944994336
887;JAI;1;9;36;26.89545368466183;76.15370095542193
888;JAI;1;9;37;26.82302222;75.79928333
889;JAI;1;9;37;26.82551327111111;75.82579691111111
890;JAI;1;9;37;26.82605484139588;75.83301009200483
891;JAI;1;9;37;26.82758639126341;75.85065670053604
892;JAI;1;9;37;26.82933983253182;75.86701041275984
893;JAI;1;9;37;26.83178813518889;75.88097785676237
894;JAI;1;9;37;26.83482870500349;75.89244951239984
895;JAI;1;9;37;26.83789041287329;75.90334738545964
896;JAI;1;9;37;26.84131575804663;75.9158728315537
897;JAI;1;9;37;26.84483367493593;75.92953155685885
